id,name,content
1079,私家车占用消防通道,2020年09月09日上午7点40分左右，***社区第六网格网格员***巡查至辖区内***家园3号楼1单元东侧的消防通道时时发现居民将私家车停放至消防通道上，占用消防通道，影响附近居民出行，一旦发生火灾，影响消防车的通行，存在消防安全隐患，需对其进行清理。
1080,5号写字楼门口附近消火拴被长满的树枝遮挡，网格员及时把树枝清理干净。,5号写字楼门口附近消火栓被长满的树枝遮挡，网格员及时把树枝清理干净。
1081,清理小区网格内居民装修垃圾,2020年9月5日***社区***网格员***在***网格内巡视时发现3号楼三单元北有装修袋装垃圾，即影响小区环境美观，又给居民出行造成困扰。立即联系小区装修居民，装修居民回复：立即清理。
1082,督促物业，维修下水道井盖,12月1日下午，有居民反应25号楼下水道井盖损坏，翘了起来，车辆来来往往，非常危险，我立即拨打了440报修，物业站迅速维修了损坏的下水道井盖。
1083,清理路边杂草,今天9月9号下午巡查发现路边又不知谁倒上了些杂草，我又联系环卫工人让他把杂草都清运干净。
1084,建筑垃圾,网格巡查发现小区内有建筑垃圾，已告知物业清理
1085,燃气管道晾晒湿衣服负重，易发生漏气，存在安全隐患,9月8日，上午9点巡查***街网格时，发现商铺附近的村房外面，有居民群众把湿衣服晾在燃气管道支架上面，燃气管道支架负重，容易压坏管道，发生漏气事故，遇到明火将会发生火灾，甚至爆炸事故，在燃气管道支架上面晾晒湿衣服，存在安全隐患，为了居民群众的人身安全，应该及时处理这类事件。
1086,绿化垃圾未清理,2020年9月3日上午10时30分，**一格网格员在巡查至***76号楼北侧时发现垃圾桶外堆积着一些绿化垃圾未处理，不仅影响小区容貌，而且近期天气炎热，绿化垃圾如果不及时清理，很容易腐烂变质，对以后的打扫造成不便。
1087,居民私拉电线充电,2020年9月1号下午14点54分***第二网格网格员在巡查中发现有居民在***12号楼北侧楼下私拉电线对电动车进行充电，造成一定安全隐患。
1088,乱挂床单,2020年9月1日9时31分左右，***网格员***巡查至***1***三单元拐角时，发现有居民晾晒床单，影响小区容貌，并且处于行车道拐角处，影响车辆行驶，容易引起矛盾纠纷。
1089,**村音量管理,2020年，9月3号下午三点钟左右，**村网格员***日常转看村情时，碰到有外来商贩开车收玉米芯，喇叭音量很高形成噪音污染！
1090,更换不匹配的通讯井盖，保护居民人身安全,日常巡查时，网格员发现171号楼一单元东侧的通讯井盖与原井盖不匹配，这样确实对居民出行时的人身安全带来了很大的安全隐患，于是将此事及时同施工单位进行协调，经过工作人员的维修更换了匹配的通讯井盖，确保了居民出行时的人身安全。
1091,楼道内禁止随放杂物,内容：今天是2020年9月7号星期日，第6网格，今天去14号楼巡查，发现有业主在楼道内堆放杂物，这样很容易引起火灾，经过查询，找到了业主，把所有的楼道内的杂物清理掉。
1092,井盖缺失,2021年2月1日***社区***网格员在日常巡查时发现位于***大街***南门西侧20米处井盖缺失，井内非常深，不属于物业范围之内，此处离大门口比较近，存在很大安全隐患，望有关部门能及时给予处理，谢谢
1093,东一路路面堆放的农杂物,2020.9.5日花***网格员***巡查至东一路时发现路面堆放的农杂物，影响村容村貌和环境卫生
1094,电线散落,9.1号上午10：00左右***第二网格网格员***巡查至第一网格与第二网格分界处路南时发现有一处电线散落非常危险
1095,***三村，垃圾桶外垃圾清理,***村，9月6日上午我在村里巡查走访时发现村最南头垃圾桶外刚倒了一堆垃圾有一村民也正好刚推小车往家走看到这一现现后我就追上该村民进行询问你刚才去倒垃圾了是吧？村民说啊这不刚倒下。我就说你是不是把垃圾倒垃圾桶外边了？对呀用小车没法往垃圾桶里弄我就倒那边不是有打扫卫生的吗一会就来清理了，我就跟村民说那咱都跟你一样都把垃圾倒了垃圾桶外边那咱还要垃圾桶干啥。是有打扫卫生的咱都自觉的把垃圾放垃圾桶里那咱村里这卫生不是更好吗。
1096,走亲访友把车停路中,2020年9月8号上午10:05，***村网格员***巡查走访至辖区东部时，发现村民***门前停放私家车阻交通，存在乱停乱放行为，影响村民正常通行，在一定情况下还会发生矛盾纠纷，急需处理。
1097,沿街乱挂瓜藤,2020年9月3日8时05分左右，***段三村网格网格员***在日常巡查至村东第二条巷子时，发现此处一住户外围围墙上挂满了瓜藤，影响村容村貌。
1098,乱堆砖块,2020年9月4日上午***村网格内巡查，在村前街***房屋后看到有砖块散堆，影响村容村貌，网格员及时与***取得联系，并告知不要在街道两侧乱堆乱放，物主表示马上将多余砖块转移，恢复村容村貌。
1099,来***门口堆放物,意见:2020年9月9日，***村网格员***在巡查走访时，发现在来***门口处存在砖头乱放，影响美化和村容村貌。
1100,天燃气故障维修,2020年9月9日11点45分在***镇******村巡查时接到群众电话。说燃气灶在燃烧中突然出现故障。无法正常做饭。我翻出电话本找出燃气公司装修人员服务热线。向装修人员说明了情况。20分钟后赶到我村。细心的查找故障原因。
1101,督促施工单位，施工到位无死角,2020年9月8日，***网格员***在巡查是过程中发现小区门口，有施工单位修管线扒开的地面没有恢复完整，不但影响美观，小区门口的这个位置是小区的门脸，这样不但很难看，也影响小区居民的出行，就立刻督促施工单位将它恢复平整。施工单位立刻派来施工人员将此文人修复完好，保证小区的门口的整洁。
1102,修理楼道不亮的灯,2020年9月3日上午8点30分左右，**街道***第一网格网格员***在网格巡查至三号楼二单元一层时，发现步梯旁顶灯不亮，没有顶灯的照明，给居民的出行造成较大不便。
1103,下水道垃圾多,2020年9月10日13点，作为***镇***村的一名网格员，在网格内进行巡查的过程中，发现我村从西往东数起第三条街道从南数第二条街道，下水道中垃圾较多，影响生活用污水下排，形成积压，时间一久，形成异味。
1104,3号楼2单元负二层电梯旁堆放垃圾,2020年9月9日下午15点20分，***十格网格员***在网格内巡查至***3号楼2单元时，发现负二层电梯旁堆放垃圾，影响环境卫生。
1105,乱扯电线,2020年9月10日上午10点16分左右，***社区十二网格网格员***巡查至******三单元时，发现楼门口随意扯电线，存在较大***全隐患，不利于创城工作的进行。
1106,通知居民收被子,我是***第七网格员***，2020年9月8号下午，我和***在网格内巡查值班的时侯，发现13号楼三单北边绿化带处晒着被子，我俩分别上楼入户找到居民把被子全部收回。
1107,小区晾晒,***社区***网格员***在日常巡查时发现小区有晾晒现象，在创城期间虽然已大力宣传，但还存在屡禁不止的现象。小区居住环境需要大家共同维持，在公共场所晾晒衣物不仅破坏了小区的居住环境，也容易造成居民出行的不便。在网格工作中我们也将加大宣传力度，让大家文明晾晒。
1108,安全隐患排查,2020年9月7日在***村网格内巡查时发现村民街道路口摆放障碍物。此行为严重影响其他村民正常通行。影响街容街貌。存在极大的安全隐患，急需处理。
1109,杂草等杂物乱放,2020年9月7号上午八点左右，***村网格员***巡查至村头南侧公路边侧发现，大量杂草等杂物堆放在路边，影响村容村貌。
1110,电器通电未使用,家用电器不使用，连接电源，存在安全隐患。
1111,创城迎检,从9月7日早晨6:30开始，网格员***和同事共同在管辖范围的小区及周边，对晾晒物品清理、文明劝导车辆停放、志愿服务岗执勤，捡拾垃圾及清理小广告，全力以赴做好创城工作。
1112,***路西侧垃圾桶过满未及时清理,2020年9月9日下午2点10左右，网格员***在网格内巡查时发现在***路广***路段西侧有垃圾桶过满，未及时清理，部分垃圾堆积在公路旁，容易滋生细菌和蚊蝇，也影响市容市貌，存在安全隐患。
1113,村委办公室西边放有塑料管子,2020年9月10日，地址:***县***镇***村网格员***巡查中发现村委办公室西边放有许多塑料管子，非常影响村容村貌，应该及时处理好。
1114,路边有方瓜秸秆,2020年9月6号上午10点01分，***第二网格网格员***在村西头大街上巡查时发现村民有方瓜秸秆。影响环境卫生和村容村貌。
1115,商铺排查,2020年9月7日，***第二网格***，对小区网格内的商铺进行人员安全检查。
1116,小区人行道上有车辆停放需要及时疏导,2020年9月2日***网格员***在***片区巡查，在巡查时发现小区的人行道被车辆挤占，于是联系到车主，劝导后车辆驶离小区。
1117,占用消防通道。,2020年9月8号。***社区第五网格员。在巡逻排查时发现。71号楼东边私家车占用消防通道。发现以后直接打电话找到业主。与他进行沟通。司机是否很配合我们的工作？
1118,帮助老奶奶,2020年9月2日上午九点左右，***第一网格员***在日常巡查至8号楼时，发现有随便晾晒衣服现象，并且是在两棵树之间用绳子栓起来晾晒，这样不仅影响小区的美观，而且也影响大树的繁殖，树与树之间是草坪，进出必须脚踏草坪，也破坏了草坪。
1119,建筑垃圾堆放,2020年9月3日10时5分左右，**十三网格员在日常巡查时发现：3***东侧地面有大量建筑垃圾堆放，影响小区美观环境，不利于创建文明城市，需要及时处理。
1120,清理***装修垃圾,2020年12月3日早上7点45分左右，***街道***社区第一网格员**在上班后看到居民一直徘徊在办公室门口，上前询问得知居民反映***1***1单元前装修垃圾过多一直未清理，小区内由于供暖已经有开始入住的居民，希望我们可以出面解决。随后我跟着居民在小区内转了一圈发现确实很多砖头、水泥块，还有废弃的坐便器、沙发、垃圾袋等杂物随意堆积在路上甚至是单元门前，阻碍居民出入并带来很大的安全隐患。
1121,晾晒玉米皮,2020年9月9日上午八点五十分，***村网格员***在***村内进行日常巡查工作时发现，位于***村村口处***超市外的围挡外地面上晾晒着一堆玉米皮，严重影响了街面整洁。
1122,贫困户来访家中电视出现故障，存在安全隐患，我及时联系维修人员前来修理,贫困户来访家中电视出现故障，存在安全隐患，我及时联系维修人员前来修理
1123,小区健身广场路面砖缺失,2020年9月8日下午3点3分左右，***网格员巡查到***8号楼与9号楼之间的健身广场时，发现此处行人道的地砖缺失，十分影响小区居民通行；
1124,西区2号楼楼下乱晾晒,我是***社区第四网格员，2020年9月6日上午***点，周日创城值守，发现***2号楼楼下居民户外晾晒，很影响小区整体环境卫生。
1125,15号楼居民乱挂物品,2020年9月2日上午9点15分，***15号楼一单元101***第七网格员，今天在网格内巡查，发现15号楼居民人行道扯绳子晒被子，这样影响其他居民出行，我对此进行了清理！
1126,网格员巡查时发现装满物品的手提袋,今天上午9点15分左右，***网格员在小区内日常巡查时发现，***西门附近堆放着4和手提袋。里面有鱼、肉、鸡蛋和一些生活用品。网格员去西门门卫询问情况，门卫也不知道是谁的。为防止东西丢失，网格员顶着烈日一直在手提包附近等着些物品的主人来拿。大概半个小时，有一位老人从远处蹒跚有来，网格员上前询问情况得知，老人是去儿子家路过这里。忽然觉着肚子疼，拿着东西去厕所太沉所以就把东西放下去找厕所。老人得知网格员一直在帮忙看东西表示感谢。
1127,信息采集,2020年9月8日上午9点40分，***第二网格网格员***，到居委会进行居民信息采集工作
1128,疫情排查,疫情期间对***鲜奶吧入户排查，有无接触外来人员
1129,太阳能忘关,2020年9月9日10时25分，***社区第二网格的网格员***，巡查至***小区时，发现3号楼2单元北侧的排水管因太阳能上水阀未关导致流水不止，路面已有大面积的积水，影响其他居民的正常通行，并且造成水资源的浪费，需要尽快处理。
1130,***油罐车停放村里,2020.09.9日下午2点在日常巡查村路口时发现一辆油罐车停在公路旁，上级有规定油罐车是易燃易爆车辆禁止停村里，应该停放到规定的停车场，停在路旁还很防碍交通。
1131,特殊时期居民屡次爬东北门,2020年2月15日上午，***社区第十网格网格员接到12-3-101楼长的反映，称封闭的东北门屡次被居民攀爬，希望网格员和物业沟通下，将东北门封起来，同时物业也发照片和网格员反映攀爬人员，希望网格员在网格群里进行呼吁提高居民的自我保护意识。
1132,2号楼北侧放置煤气罐,2020年9月10日上午10点15分，***社区第一网格网格员接到居民反映，***小区2号楼1单元北侧有居民放置煤气罐，影响小区整体环境卫生。希望网格员能联系到放置煤气罐的居民，让其将煤气罐收回。
1133,铲车占用应急通道,2020年12月1日上午十一点左右，***工贸网格区网格员***在同力塑业厂区内巡查时发现路面有一铲车放在路中央，占用了消防通道，有事故发生时会给救援造成一定的困扰。
1134,闲置养殖场巡查,村东边闲置养殖场巡查，看有无异常
1135,路上有树垃圾,2020年9月7日***县***镇***村网格网格员***巡查至村西小街时发现路上有伐树留下的垃圾，影响村容村貌
1136,网格员在北门雷锋岗执勤为居民提供免费工具免费雨伞提供免费服务,020年9月3日下午14时左右，**开发区***办事处**社区第四网格网格员***，在工作期间在**社区北门口进行雷锋岗执勤创城工作，助力为小区居民服务！雷锋岗有免费的工具，有免费的雨伞，提供免费的服务！
1137,生活垃圾堆放垃圾桶旁,2020年9月4日上午9点，***第11网格网格员***在***进行日常巡查时，发现在62－D门口垃圾桶旁有生活垃圾堆放现象，影响的小区的风貌和环境卫生，不利于创城的发展。
1138,帮助电工进行***电力维修,2020.9.9号，9.15分，******南***村网格员***，今天在我巡查中了解到我村***外面的灯坏了，因为晚上村民们都会聚集在广场跳舞，如果不及时修理，到了晚上再找人就会很不方便，就会有一定的安全隐患。
1139,清理楼外墙小广告,时间:2020年9月6号星期日下午3:11分，***区***街道***社区***第二网格员***在日常工作巡查排査中发现，在***社区***2号楼外墙有小广告，影响市容，我们进行了清理。
1140,固体废弃物清理,**社区***网格员***日常巡查时发现29号楼旁边有固体废弃物，因前期入户得知1单元2**的住户正在装修，应该属于装修废弃物。网格员随及上楼查看，家中无人。网格员立刻打电话联系该住户，住户表示那些毛粘还要用，一会就清理到楼上。创城在即，网格员也将大巡查力度，联合物业整治小区环境卫生。
1141,巡查,巡查村内有无外来人员及发烧人员
1142,20号楼北地下车库入口前停放一辆黑色私家车,2020.12.01，上午九点二十，***县***街道***社区第二网格网格员***巡查至小区20号楼北，地下车库入口处，发现一辆黑色私家车停放在路边，占用消防通道，影响小区街面秩序，妨碍其他车辆通行，易发生安全隐患。
1143,树下存放干柴火存在一定的安全隐患,2020年9月6日上午10点25分左右，***网格员**在******村日常巡查过程中，发现一户居民在自家门口的树下存放一些干柴火，既存在一定的安全隐患，又影响村容村貌，需立即清理。
1144,乱放的十轮车,2020年9月8日下午15：30分***县***镇***村网格员***在巡查过程中发现村东头***字口处停放着一辆十轮车，妨碍村民出入，存在扰乱街面秩序问题。网格员及时上前了解情况，劝导司机乱停车的行为，并让司机把车开走。
1145,***网格员***，巡查小区时发现，五号楼南边绿化带处有居民乱堆放杂物，严重影响市容市貌。,***网格员***，巡查小区时发现，五号楼南边绿化带处有居民乱堆放杂物，严重影响市容市貌。网格员发现后，立即通知居民把杂物收走，并告知物业，保洁人员，如果发现绿化带处有居民乱堆放杂物的现象，请及时清理干净。
1146,市容市貌,***，***，五号网格***，今天在网格内巡查时发现，51号楼2单元人行道旁边，有居民私拉线进行晾晒，影响市容市貌。
1147,***道路损坏,2020年9月10号上午***镇***村网格员***在日常查看村情时发现，村西南北大街南头有个天然气施工坑刚修复完成，路面上有一堆养护土，施工队没有设置警示牌，村民出行极其危险，容易发生交通安全隐患。
1148,巡查时发现路上有没打扫干净的玉米粒，影响村容,巡查时发现路上有没打扫干净的玉米粒，影响村容
1149,清理玉米秸秆,网格内日常巡查当巡查街道卫生时发现村***广场以西村民***屋前街道以北有村民堆放的玉米秸秆，玉米秸秆在这里堆放天气干燥容易引发火灾，也影响村容村貌，于是网格员马上上报给网格长，网格长找到村民***和村民协商后村民答应一会清理。
1150,私家车占用消防通道,2020年9月15日上午8点57分，***社区第三网格网格员***在***街巡查时，发现***小区5号楼北侧有私家车占用消防通道现象，影响消防车通行，存在安全隐患，影响小区容貌。
1151,***前街中心路口处有晒高粱的,2020年9月2日下午2时左右，******网格员***在***走访至村前街中心路口处，发现路口处有晒高粱的，对于过往车辆和行人存在安全隐患，还影响村容村貌。
1152,***村村东头路口旁有碎木板,2020年9月6日8时37分左右，***村网格员***亭入户走访到***发现路旁有碎木板，影响市容。
1153,地面晒粮,2020年9月7日上午11点半左右，***村第二网格网格员***查至东西大街时发现，村民在路边晒粮食影响村容整洁环境卫生。
1154,网格内井盖破损,网通网格内井盖破损，网格员协调物业人员更换
1155,乡村协管上报,网格员正常排查，今夜的一坎大风雨来的太突然，把我们村的垃圾桶吹倒，我在上班路上发现了，我便电话通知了本村保洁员，让他及时扶起并维修好。
1156,到现役军人家采集信息。,到现役军人******采集信息
1157,生活垃圾,巡检发现住宅区楼道内有多袋垃圾，影响楼道保洁卫生，需要清理
1158,鞭皮清理,今天上午***路西巡查时发现很多鞭皮在公路上影响市容。
1159,安全隐患,今天早晨岀去巡查时，看到今天的雾非常大，这么大的雾310省道上还停着一辆白色小轿车，这条路上本车辆就很多，又加上雾这么大，司机们在路上根本看不清，在这种情况下，这辆小车还停留在这里就危险了，我看到后马上去和司机说，这么大的雾天，你还这样随便停车，多危险啊，你看这条路上过往车辆又这么多，又加上这么大雾就更危险了，这么大的雾根本就看不清前面的情况，万一有一个开车快不小心的，发生点意外，你后悔就晚了，你还是赶快把车开走吧，或者是开到一别的地方也行，司机说好的我马上就走，谢谢你的关心和提醒。
1160,墙边乱堆乱放未清理,今天***村网格内巡查过程中，到达***村最北边东西大街与中间南北大街交叉处往西第三户时，发现路边墙边堆放杂物柴火未清理。
1161,***车辆乱停乱放,2020年9月15日上午***网格员在村中巡查时发现村东北角有一辆废旧的机动三轮车随便停放在路口，影响村容村貌对交通也造成一定的影响
1162,车辆乱停马路,9月10号上午9时36分***村网格员***在巡查的时候，发现大马路上停着一辆小车，我过去跟司机说，咱们这里不能停车，大马路上人来人往，车辆停在这里不安全，车主说不好意思了马上开走，我跟车主说你等人的话可以拐这个小路上等一会，司机表示感谢
1163,村内卫生清理,2020年9月7日早上7.30******村网格员***接到村书记通知对村内卫生进行清理工作。我带领村零工对村内的杂草和乱堆放的杂物进行清理。
1164,乱扔垃圾,今天上午8点3分左右在网格内正常巡查中发现通往村内的南北主路旁有村民乱扔放的垃圾，他把垃圾袋扔放在路中，直接影响村内道路整洁又影响村内环境卫生，使过往行人和车辆容易把垃圾袋轧破，召来蚊蝇，使过往行人容易感染疾病，急需清理
1165,车辆乱停放,2020年9月3日当日8点58分，***网格网格员***在巡查过程中发现***3号楼西侧道路处有居民在消防通道上乱停车，压倒了人行道上占用消防通道，堵塞道路，影响居民出入，存在安全隐患。
1166,集市巡查,2020年9月6号是***村网格员**在上午上班后首先对集市进行了例行巡查。查看摊位摆放情况及水果蔬菜质量问题。
1167,街面卫生,2020年9月10号上午11点12分***网格员***网格巡查到***房前公路时，发现有丢弃的垃圾没有入桶丢弃在垃圾桶旁边，严重影响街面卫生和道路整洁以及村荣村貌和文明农村的建设，需要及时清理干净。
1168,督*村民尽快清理阻碍其他车辆通行,今天巡逻时看*村民把玉米堵在*路中间阻碍其他车辆通行，于是赶紧*村民协商尽快清理
1169,**路井盖位移,二零二零年九月一号上午网格员在巡查时发现**路井盖位移，已复位。
1170,乱倒垃圾,2020年9月4日7：40左右***村网格员***日常巡查，巡查至***村路时发现路边垃圾桶旁有垃圾未倒入垃圾桶内，影响村容村貌。
1171,24号楼2单元楼道有杂物堆放,12月1日网格员在小区日常巡查过程中看到***南区24号楼2单元楼道内有杂物堆放，对小区整体环境造成不利的影响，网格员看到后及时联系物业保洁人员进行清理。
1172,联通物业一起清理绿化带内杂物,**物业一起清理绿化带内杂物
1173,禁止消防通道上停放私家车,2020年9月10日上午9:30左右，***社区第一网格员在巡逻、排查时，发现有一辆白色私家车正停放在消防通道上，妨碍了安全疏散、影响了消防车通行。我会与车主联系、协商让他抓紧时间挪走。
1174,并排停车阻塞消防通道,2020年9月10日上午9点48分左右，**街道***七格网格员巡查到******东侧消防通道上时，发现此处有两辆机动车并排停放，十分影响小区车辆通行，也影响消防车等特种车辆通行，存在一定的安全隐患；
1175,清理楼道内小广告,清理楼道内小广告
1176,井盖破损缺失,***南门外有一雨污井盖破损缺失，此处来往路人较多，存在较大安全隐患。
1177,电动车充电,2020年9月8日上午8点25分左右，***镇***社区第***网格网格员***在巡查时发现有居民在车库门口顺电线进行电动车的充电，存在一定的安全隐患。
1178,门前乱堆酒瓶,***村第一网格员在巡查过程中发现村民在路边堆放废弃酒瓶，严重影响周围环境，联系相关人员进行清理
1179,巡查时发*路面塌陷存在安全隐患,巡查时发*路面塌陷存在安全隐患
1180,禁止电动车随便停放,2020年9月5号在***社区辖区内创城值守时，在***2***下，一居民为了躲闭爆晒把电动四轮车停在了楼下水房门口，正好堵的满满的。这样给清洁工带来了极大不便。
1181,楼道内放置杂物需清理,在楼道内放置杂物需要清理，影响市容保洁，应将其清理。
1182,挖掘机占用消防通道,2020年9月10日早上七点半左右，***社区第一网格员**接到居民电话，说在***停放了一辆挖掘机已经两天，无人动工，给其他业主带来不便，其他业主无法从东边驶入车辆，接送孩子还要绕远道行驶，而且孩子经常在附近玩，带来很大安全隐患，而且万一发生事故，根本无法容纳消防、急救车辆的进出。居民投诉声音越来越大，我先将居民情绪稳住，然后在第一时间进入小区查看具体情况。
1183,水管坏了,我今天上午在网格内巡查时，***和我说他家水管坏了不出水，天天用水没水直接影响生活，我及时上报了网格中心。
1184,乱摆乱放,辖区内商铺门口乱堆乱放，影响市容市貌，劝说商户及时清理。
1185,乱扔垃圾,9月8日，上午8：56分，***区43号楼西侧草坪内有生活垃圾。
1186,鞭炮皮垃圾,2020年9月10号，***村网格员***在今早7点30巡查时发现:在二十八号楼一单元北边的路边有一些鞭炮皮，影响小区的环境卫生，已联系物业工作人员及时处理。
1187,帮村民修电,到村民***家走访，老人家里没电了，正在发愁，说正想找我帮忙
1188,2020年，9月6号，今天巡查到村后面时发现有人乱倒垃圾,2020年，9月6号，今天巡查到村后面时发现有人乱倒垃圾，现在天气变暖，这种生活垃圾给空气带来污染，需要及时清理
1189,清理西区1号楼2单元前消防通道上的车辆,我是***社区第四网格员，2020年9月9日上午八点，在***西区网格内排查时发现西区1号楼2单元前消防通道上停放的车辆，乱占用了消防通道空间。
1190,***村商贩管理,2020年9月8号***村网格员***日常查看村情时，发现村内来了一个外来商贩，让村民用旧手机换取打气筒，菜刀，大盆等物品！
1191,楼道内烟盒,楼道内烟盒，捡拾
1192,有村民将垃圾扔在垃圾桶外，影响村容,有村民将垃圾扔在垃圾桶外，影响村容，需清理
1193,图书室酒精消毒,对图书室进行酒精消毒，保持干净卫生，桌椅书记酒精擦拭。
1194,村民门前公路上有垃圾,2020年9月8号10:45左右，***东村网格员***巡查至村民门前公路时，发现村民门前公路环境卫生差。影响环境卫生以及村容村貌。
1195,摆放共享单车,网格员入辖区运河路巡查同时为乱停乱放共享单车统一停放停车点。
1196,帮助老人搬石砖,2020年9月8日上午9点30分，***村西片网格员***与东片网格员***在日常巡查时发现二条街***家门外路中间堆满了石砖，给出行人及车辆带来了不便，存在安全隐患，因***老人年龄较大，身体不便，立即召集保洁员与我们一并帮助老人把石砖挪到不妨碍交通的地方，老人对我们和保洁员表示了感谢！
1197,佳乐西门人行道乱堆乱放,2020年9月7日上午10点10分，***商务片区专属网格员***在走访入户时，发现在***西门人行道上堆放很多纸箱，影响市容市貌，不利于文明城市的创建。
1198,抓紧组织摸排有关重点人群信息的通知,今天***疫情防疫指挥部社会随访组，下发关于《抓紧摸排有关重点人群信息的通知》，主要是结合前期对入返和外出辖区人员信息的摸排情况，根据新的要求，采取多种方式，做到“不漏一户，不漏一人”，再次进行重点人群信息的摸排。网格员在第一时间把此通知发放到居民网格群中。
1199,空瓶乱放,9月9号16点09分***村***在巡查的时候发现***家屋后边的台阶上，有喝完的空瓶子乱扔在那显的很不整洁，我把空瓶子捡起来放在了可回收利用的垃圾桶内，台阶上恢复整洁
1200,装修,2020.9.2号**镇**村网格员***在村里巡查过程中看见***家屋门口停放一辆拉着装修材料的车，车在公路旁拉着很长的材料看着危险
1201,路面晒柴草,2020年9月3日上午10点左右，***网格员***巡查时发现*村东*路面晒柴草，影响交通，存在交通安全隐患。
1202,修剪下来的的枝条未能及时清理影响交通,2020年9月4日16:45左右**街道***村网格员***，在日常巡查中发现在村南北大街上往西第一个胡同有一居民将修剪下来的树枝枝条未能及时清理，影响交通安全。
1203,村后主街南侧有线路坠落。,本村后主街中心南侧有电话线已坠落。
1204,清理树叶,2020年9月7日，上午，8点30分，***县***镇***村网格员***在巡查过程中发现了***前面有一堆树叶，影响村貌，我急忙通知保洁员。
1205,整理共享单车,9月9日下午，***社区网格员******在小区日常巡查过程中，发现小区***门口共享单车乱停乱放，这样不仅不方便居民使用，更不安全。网格员立即过去把共享单车扶正，并摆放整齐。
1206,垃圾入桶,网格员日常巡查发现***号楼北侧垃圾桶外放置垃圾，网格员将垃圾清理入桶，并在网格群中进行宣传
1207,检查灭火器,2020年10月10日下午15点10分，xx社区***一号网格员在日常巡查网格中检查76号楼二单元门口东南角灭火器是否放在指定地点？是否有灰尘，是否在有效期内，压力表压力是否达到标准，以免发生火灾时可以正常救援可以正常使用。
1208,对村内燃气箱安全检查,对村内燃气箱安全检查
1209,文明引导，共创文明城市,9月7日上午7点，***社区居委会测井***第一网格员***与第四网格员***在***五中路口执勤点做文明引导。为我市创建文明城市尽一份力量，为创城助力。
1210,垃圾清理,9月10号巡查时发现村内公路上出现有废旧垃圾为保护村庄环境及时进行清理
1211,清理扯绳乱挂衣物,2020.9.11日9时20分左右，**村网格员***正常巡街，走到***家附近，发现其在胡同处私自扯绳乱挂衣物，严重**村容村貌
1212,生活固废,巡查发现路边有生活固废。
1213,楼梯间小广告清理,网格员在辖区***楼道巡查时发现楼梯拐角处上方小广告密布，居民楼道内乱贴小广告破坏环境，影响市容。其中还有些小广告散布假消息，会使没有辨别能力或辨别能力差的老人和青少年受到伤害。
1214,小区里养鸽子，影响小区环境卫生,2020年9月8日上午10时28分在小区里录入信息的时候发现有许多鸽子站在楼顶，五楼是鸽子爱好者，在楼顶搭建了鸽棚鸽舍，饲养了近百只鸽子。虽然该主较为勤快，经常清理鸽子粪便，但仍对周围环境造成了污染，相邻业主衣物上常是鸽子粪便，而且鸽子噪音也对小区造成了干扰。有时鸽子粪便也弄到停在放在楼下的车辆上，弄得小区居民们很有意见。
1215,垃圾未清理,***楼对面主路上有垃圾未清理，自行车乱停放
1216,工程渣土,巡查时在街边发*村民修缮房屋残留的工程渣土，影*村内环境卫生，已联系*村民，协商尽快清理干净，恢复街道干净整洁
1217,清理垃圾,9.8日上午八点半左右***村网格员***在日常巡查过程中看到村外垃圾箱附近有垃圾堆放，影响整洁跟交通
1218,网格员帮助居民养老认证,2020年9月10日上午，***3号楼一位居民看到网格员在小区巡查，喊住网格员咨询关于养老认证的相关问题，他要为父母进行养老认证。网格员先是告知居民下载大纬康养APP，居民说不会。网格员又告知居民可以到xx社区进行认证。
1219,乱堆物堆料,下午两点巡逻过程中发现村内村民把柴草乱堆乱放在公路上，破坏村容村貌，同时存在重大安全隐患
1220,地下室私扯电线充电,今日巡查时，网格员走到200号楼1单元前，发现居民从地下室将电线扯下来给电动自行车充电，这样做是违章充电，存在安全隐患，极不安全。于是网格员联系居民制止充电。并提醒居民注意安全，应该在安全地点充电。一切为了居民的安全，保护居民的人身安全。
1221,建筑垃圾,9月6号，网格员在小区巡查时，发现***北区31号楼南侧有居民绿的建筑垃圾，对小区的环境造成不利影响，并且影响创建文明卫生城市，网格员通知物业人员进行清。
1222,萝卜苗,2021年2月1日上午9点50分，***村网格员***在村中巡查时发现，村西头第二根街中间***门口，晒着萝卜苗，影响村容村貌！
1223,排查生活小垃圾,2020年9月9日上午，***社区二网格，在网格内排查街面卫生，在排查B8路口台阶时看到一片零散垃圾，很多居民你一次次的给他说，为了社区环境不要随手丟垃圾，在每天的排查中还是会发现有很多零散垃圾，只有辛苦物业人员一次次的清理。
1224,垃圾堆放,垃圾堆放
1225,整治垃圾分类牌子,2021年2月1日上午，***社区居委会网格员，在小区内日常巡查过程中发现，前段时间装好的垃圾分类指示牌，因大风天气原因牌子倒了，上面的字洒落了一地，网格员上报相关部门，将牌子修好。
1226,清理楼道边的建筑垃圾,在小区巡视过程中，发现一处装修垃圾已堆放，很长时间影响了市容市貌，我们老生园找到户主本人进行协调，尽快将装修垃圾清理干净。
1227,处理车窗未关事件,2020年9月7日上午9时46分，***第一网格网格员***巡查至***1号楼西侧停车位时，发现有辆车的右后车窗没有关闭，车窗未关闭在风雨天气到来时，会对车辆造成损害，给车主造成不必要的麻烦，车内物品也有丢失的风险，给车主造成经济损失。
