id,name,content,label
3748,发现路面不洁，村民把拔下来的花存放在路边，影响村容村貌,巡查时发现路面不洁，村民把拔下来的花存放在路边，影响村容村貌,12
3749,清理绿化带杂草,绿化带内很多杂草，协调物业清理,0
3750,禁止车辆乱停放,2020年9月7日上午9点，***第六网格员***在值守中，发现有车辆占用安全通道，及时通知车主已开走。,2
3751,安全排查,景观湖施工存放点排查周边环境,0
3752,路口垃圾,***村网格员***，在日常巡查时看到路口垃圾未及时清理，便联系村委派人进行清理,0
3753,10号楼一单元，私拉电线给电动车充电,10号楼一单元，从室内私拉电线扯到楼下给电动车充电，存在安全隐患。,8
3754,居民电动车停至一楼楼门口影响附近居民出行,2020年09月03日上午08点50左右，**县**街道***第六网格网格员***巡查至辖区内**3号楼1单元1楼楼道时发现居民将电动车放置楼道门口处，占用消防通道，影响附近居民出行，一旦发生火灾，影响居民逃生，存在消防安全隐患，需对其进行清理。,7
3755,枯萎的甜瓜,2020年9月7日下午，***网格员***在巡查到我村的集体大棚时，发现大棚里的甜瓜枯萎了，瓜都烂了，满棚里气味刺鼻，造成了环境污染,4
3756,综治办下达任务,镇综治办下达网格员临时任务下企业***市利通建筑***装工程有限公司排查化工生物药企业从业人员易制毒并和该企业法定代表人签订易制毒管控告知书。,0
3757,自来水盖板乱放废弃热水器,2020年9月6日上午八点二十五分，**街道***社区第一网格员***，和同事在***西区排查，发现10号居民楼2单元自来水盖板上放置废旧热水器，占用了公共区域，存在安全隐患。,1
3758,井盖丢失,村后广蒲路边上电力井盖丢失，存在严重安全隐患，已联系相关部门尽快更换。,11
3759,绿化带旁有一堆树枝,2020年9月2日下午1点30分，**街道**前村网格员***在巡查至村南大西侧时发现绿化带旁有一堆树枝，严重影响了村容村貌。,4
3760,车辆乱停放,巡查时发现有车辆**路变窄处停放，存在安全隐患，及时劝离,2
3761,清理农作物,2020年9月8日，***村网格员***走访至***附近时，发现路边种植许多农作物，影响村容。,0
3762,花砖路面上有装修垃圾未清理,2020年9月8日，上午8：32分，***村网格员***在***小区网格巡查中发现，小区法治广场南侧花砖路面上有装修垃圾未清理，影响环境卫生，报兴隆街道网格中心。,10
3763,更换电子屏开关,***门卫电子屏送电导致***门岗和110户门禁系统无电，联系施工队维修更换了安数大的空气开关，最后将电子屏修好。,0
3764,网格员在***商铺贴创城标语,网格员在***商铺贴创城标语,0
3765,破布堆积,时间09:46地点***大道与红光大道路口南新汇附近事件描述北管区新汇附近有破布堆积，已经处理。,0
3766,南街十字路口垃圾桶满,2020年9月8日9点30分左右，***村第二网格网格员***，走访至***村南街十字路口发现垃圾桶满，影响市容以及村民正常使用。,12
3767,花生皮等垃圾乱堆,花生皮，瓜子皮等垃圾乱堆，滋生细菌,3
3768,小广告,2020年9月9号九点******园网格员***在巡查到***路与***路路口往西约500米处，发现路南草坪电线柱子上贴有广告,0
3769,劝导老人在马路中央乘凉,网格内日常巡查时发现我村独居老人坐外面马路中间乘凉，而且老人年纪大了，耳朵很背，来往车辆经过都察觉不到，十分危险。我耐心的和老人说，不能在这坐着，有车很危险，以后不能在路中间坐着了。老人听懂了，我把老人安全送回家了。,0
3770,外立不洁,发现绿化带内有乱扔的塑料袋，破坏绿化的环境。,5
3771,浇地占道,2020年9月10日9时网格员***在网格内巡查中发现在驾校往西300米处，有人浇地，把道路给占用了，浇地占道影响居民正常行驶给居民带来不方便，急需处理,0
3772,乱停乱放,9月10号上午，三区网格员***和***在巡查时发现2***有一辆送货的电动三轮车停在主路中间，正好挡住来往的车辆正常进出，有一辆私家车一直在响喇叭，噪音太大严重影响小区的秩序，网格员立即劝导电动车师傅赶紧驶离，别影响别的车辆进出。,2
3773,商铺境外人员排查,2020年9月11日，***区第三网格员***，重点商铺排查有无境外人员,0
3774,楼道内的垃圾需要清理干净,2020年9月7日下午，***社区网格员***在***片区内巡查时发现一号楼三单元的楼道内堆放很多垃圾，直接影响了其他业主的环境，需要尽快通知业主尽快清理干净！,0
3775,门外乱堆物料,2020年9月25日上午9点19分，***村第三网格员***在村里进行日常巡查时，发现第二排居民区一家饭店门外乱堆物品，此现象影响村容村貌。,1
3776,来***二楼培训学习,2020.9.8号***村网格员***在网格内上班。来***二楼培训学习，提升全方位网格员素质能力培训班！,0
3777,***东门门口乱贴广告,2020年9月1日上午网格员***网格内巡查中发现：***小区东门门口乱贴广告，小广告不仅影响小区居住环境美观，其中包含的一系列虚假信息还会导致一些居民上当受骗，铲除小广告势在必行。网格员随即及时把广告清理，为辖区居民营造良好的生活环境。,0
3778,疫情排查,2021年1月5日上午，***第四网格员***在光明区域内对开门商铺进行疫情排查。,0
3779,52号楼北侧小路车辆乱停,2020年12月1日14时21分左右，***社区第三网格网格员***，走访至***小区发现52号楼二单元北侧小路上有私家车乱停乱放，本来狭窄的小路因为私家车的乱停乱放行人根本无法通过，将车辆乱停在此处也会将小路上的花砖压坏，损害公共财产。网格员联系此户居民,2
3780,固废污染,2020年9月2日上午10:33，**街道后**村网格员在巡查街道东边第一个胡同时发现垃圾桶满了，地上堆积着无处堆放的垃圾和一些树叶，污染环境，影响村容，滋生并传播细菌，周围村民无法正常使用垃圾桶。,4
3781,人口普查问题,2020年9月10号星期四上午8点2分，***区***街道***社区居委会***中区第四网格网格员***看到微信群里124楼2单元103号楼的业主在微信群里询问第七次人口普查的问题是否每个人都必须申报，网格员及时回复只要是在一个户口本上的人口都必须申报，此事已办结。,0
3782,40号楼楼道里破旧三轮车。,2020年9月8号，星期2。***街道办事处***。***社区。第三网格员。排查隐患时发现40号楼4单元楼道里有辆破旧三轮车。存在着很大隐患问题。影响居民生活环境。经过我们网格员多方询问找到失主，,0
3783,车辆违规停放处理,网格巡查时，有居民上报在地下车库有，车辆违规停放，挡住了其他车辆的出入，网格员通过电话巡查，查到车主，车主进行了挪车，恢复正常,0
3784,健身器材上晒被子,2020年9月9日，下午3:15分，***街道***社区第二网格，***排查时发现小广场上有晾晒被子，通过和居民勾通找到晾晒被子的居民把被子收起来了。,6
3785,垃圾桶在有垃圾,巡查时发现垃圾桶外散落一地垃圾，影响市容，及时清理,4
3786,沙子乱堆乱放,2020年9月8号上午镇政府网格员在巡查时，在北宋镇国土所路边发现一堆沙子，严重影响了道路整洁，美观度。我立即了解情况，发现是国土所内进行了小施工。,1
3787,中心路边晒粮,2020年9月10日，***村网格，网格员***巡查到***村十字路口以北，发现***院院外中心路边晒粮。发现此情况后，联系***院尽快清理。,0
3788,公路中央有坑,2020年12月2日，***村网格员巡查到本村水库西边的公路时发现路中央被雨水冲刷了一个坑，容易发生交通安全隐患，网格员回家拿来工具帮助填平。及时解决该问题避免，及时解决交通安全隐患的发生。,18
3789,村内发现村民生活垃圾残留物,发现垃圾残留影响市容美观,3
3790,***环境卫生,2020年9月8日***网格员在村内查看时村东路边有村民放置的木头，影像村容村貌,0
3791,乱贴广告,小区里有人乱贴小广告,0
3792,电表箱损坏,9月8日19时26分，******乡企业网格员***，晚饭后，在网格内巡查中发现马某家门口线杆上的电表箱损坏。特别是下雨时电表保护不当，很容易线路连电，对居民的家电设施造成损坏，也易对人员造成伤害。,11
3793,居民家闲置物品占用应急疏散通道,2020年9月7日下午16时20分左右，***第四网格网格员在小区走访时，在走访到***22号楼2单元时，在11楼发现有居民家闲置物品占用楼道拐角，楼道拐角属于该楼的应急疏散通道，一旦占用，发生意外时，将严重影响居民逃生，造成极大的消防安全隐患。,7
3794,垃圾桶爆满,2020.11.30在西***村，网格员在巡查过程中发现垃圾桶已满，联系垃圾车清运,5
3795,绿化带内有垃圾,今天下午在市场巡查的时候**路边绿化带内有许多垃圾。,13
3796,巡查时发现村民把玉米晾晒在路上，占满整条路，道路无法通行。,巡查时发现没有清理干净的玉米粒晾晒在路上，影响村容,1
3797,电梯故障,2021年2月1日上午9点40分左右，***网格员***及其ab岗搭档***在日常巡查时，居民电话告知151号楼一单元电梯故障，网格员及时联系小区电梯维护人员，前去查看并维修，维修后电梯恢复正常，居民恢复正常出行,0
3798,自来水管破裂,今天我巡查到后街的**村民***跟我反映，家里的水管已经坏了好几天了，他年纪比较大了，现在天气寒冷，也没办法出去弄水吃，现在生活用水非常困难，希望得到我的帮助。,20
3799,一楼下水管改造,2020年9月10号星期四上午9点10分，******街道***庭社区居委会***中区第四网格网格员接到125号楼群众举报，说楼下有人破坏地砖，破坏公共设施，网格员回复因为125号楼一楼1单元102下水道构造问题经常堵水，导致一楼中间户反水，由于这种一楼反水属于前期建筑设计问题加之楼层多都走一楼的下水道，楼上稍微不注意就会导致一楼反水，污染家居环境，和楼上几层住户前期沟通时大家还会帮你一起筹款疏通下水道，但是治标不治本，最后业主的自己决定自费改造下水管，经过设计管线走向；挖土；埋坑；最后经过水泥铺设，恢复绿化等步骤，敲敲打打一天，一个庞大的工程完成的，网格工作人员一直监督着整个工程的完成，楼上业主也表示理解。,0
3800,清理过期通知,2020年9月2日，网格员***、***小区日常巡查发现，楼道宣传栏内通知过期，就及时进行了清理，并重新插入创城宣传材料，进一步营造创建全国文明城市的良好氛围。,0
3801,花池内有花盆未清理,9月10日下午15:15分左右，***社区网格员***在小区巡视时发现44号楼南侧花池内有居民的花盆放在绿化带内，未及时清理，***跟居民协商好后，与物业人员一起给居民搬回家中,5
3802,信息录取,2020年仴11号上午9；30***路网格员，到居委会进行居民信息采集工作。,0
3803,道路安全隐患,今天在街道大楼学习完成回到网格打卡时发现津八路和永莘路路口往北不远处，路边停着好几辆大货车，这个地段来往的车辆比较多，不仅造成道路拥挤给过路的行人带来不便，而且造成道路安全隐患。,0
3804,绿化带被固废垃圾污染,9月8号，***社区***园区域网格员第十网格***，在区域内巡视工作中发现区域内施工方将废弃固废垃圾随手扔在***东大门北边绿化带中，造成环境建筑垃圾固废污染现象。网格员及时联系施工方负责人进行整改。通过网格员的及时沟通很快恢复绿地原貌。,4
3805,垃圾未清扫,小区花池内有垃圾未清理,3
3806,清理村民装修垃圾,2020.9.3号上午9点左右，***村第一网格员***日常巡查中，发现村西街道街道边，吴某家装修房屋替换的建筑砖块堆放在了影响村容村貌，需及时清理,10
3807,随意丢弃的生活垃圾,2020年九月十四号8点五十分，在北***村网格内巡查，巡查到我网格内大坝处，发现路边有一些随意丢弃的火腿肠皮，卫生纸，空奶袋子，影响了生态环境卫生，网格员及时联系了相关工作人员！,4
3808,村大街上**家门口堆放着大量的轮胎和杂物,2020.9.2上午10点**街道**村网格员***巡查至村大街东侧***家门口是发现他家门口外边堆放着大量的轮胎和废弃杂物，现在正是村庄环境治理期间，堆放着这些东西影响村容村貌,1
3809,***车辆乱停放,2020年9月11日9时25分左右，**街道*xx社区第十网格员***，日常巡查至***25-101时，发现车辆乱停放拐弯处，影响居民行车视线，存在一定的安全隐患。,0
3810,***西区车辆乱停乱放,2020年9月2日上午9时2分，***网格员***，巡查至***西区转盘路出入口时，发现车辆乱停乱放，阻碍道路通畅，影响街面秩序，此处禁止停车。,2
3811,发现***49号楼附近有挂被子的,2020年9月6号下午，***社区第十号网格员***在***小区进行创城巡逻，发现***新城49号楼附近有挂被子的，已联系业主。,6
3812,垃圾箱周围有杂物，影响小区环境整洁,今日网格内日常巡查，走到196号楼一单元，发现垃圾箱周围有杂物，这不仅影响小区环境整洁，还影响楼栋周围环境卫生网格员及时联系物业人员，把杂物清理走，还给居民一个干净整洁的环境。网格员及时发现问题及时解决问题。,0
3813,城乡治理排查,2020年9月11日，xx区xx镇二十**村网格员***。网格内巡逻排查时发现:**村民家进行建筑施工，**路上面和水泥沙子，占用**路阻碍了交通，我发现后及时与户主进行了沟通，户主也及时使用完了建筑材料并且**路进行了清理，恢复了正常。,0
3814,协调施工队清理施工砖头,2020年9月3日***社区***网格员***在网格巡查时发现***垃圾桶南边有施工队堆放的砖头，给居民出行带来不便，网格员立刻联系施工队负责人***经理进行协调后，施工队负责人安排工人清理整改。,0
3815,路边乱放杂物未清理,事前描述：2020年9月10日，******网格员***巡查至***村村中心街发现路边乱放杂物未处理，影响村容村貌,0
3816,上午网格员巡查时发现**锦城***东边有人从储藏室内往外私拉电线裸漏电线进行充电存在安全隐患,2020年9月10日上午，xx街道xx社区网格员***，在小区内日常安全巡查时发现，***七号楼的东边有人从储藏室内往外私拉电线，裸露电线给电动车进行充电，存在消防安全隐患，网格员了解详情后，找到居民及时清理了私拉的电线，消除了消防安全隐患。,8
3817,清理街道垃圾,村内巡查时发现***街道上有大量玉米秸秆收走后的垃圾，严重影响村容村貌。于是我立即联系保洁员前来进行了清理。,0
3818,居民乱扔生活垃圾,2020年9月8曰上午8：48分，***，发现在41号北垃圾平台处有居民不要的垫子，于是上报社区，找到相关工作人员把垫子拉到固废临时存放点，恢复了小区环境整洁。,4
3819,***社区市场门口整改,***社区市场门口整改,0
3820,乱挂物品,2020年9月8日在网格内巡查时发现***存在在两树之间乱挂物品情况，严重影响树木生长，影响小区美观，及时通知业主收起,6
3821,占道晒粮,2020年9月9日。在村内巡查时发现有村民在道路上上晾晒刚打下来的玉米，容易让过往的车辆发生安全事故,0
3822,清理居民家门上的小广告,9月2日，***网格员**香**小区居民家门上的小广告进行清理。,0
3823,大量建筑垃圾堆放,2020年12月1日下午2点50分左右，***社区第17网格网格员***在巡查至******院时，发现***院南门入口处右侧大量建筑垃圾堆放，经网格员核查，是***院装修产生的建筑垃圾，不仅影响环境整洁，且影响居民出行。,16
3824,垃圾乱放,2020年9月11日**镇xx***网格员在巡查中发现***内存在垃圾随意情况，已及时通知相关人员处理,0
3825,村内街道晒粮劝导,村内巡查时发现村民***在街道上晒粮，占整个街道，这样来往人员、车辆行驶有安全隐患，严重影响村内交通安全，于是我立即前去劝导，经过劝导后该村民把粮食收走了。,0
3826,在大坝上压高粱,2020年9月9日上午巡查发现在***镇***村大坝上的十字路口有一村民在压高粱，还时不时的到中间去扫蹦到外面的高粱粒，现在店南路在修路大坝上来回的车辆很多，虽然让车压高粱很省事，但是这样做存在严重安全隐患，发现后立即上上前劝导并制止，给他讲存在的安全隐患，他顿时明白并立即把高粱拉走。,0
3827,乱放垃圾,2020年9月10日上午11时49分，**社区助力。,3
3828,村主干道旁垃圾桶已满，未及时清理，影响村容,巡查时发现村主干道旁垃圾桶已满，未及时清理，影响村容。,0
3829,清理乱堆乱放,2020.09.03**网**广场水泥地上有村民晾晒了一些树枝，十分影响村容村貌,1
3830,乱挂乱接,2020年9月4日巡查时，发现29号楼一住户将插排从家里接出来给电动车充电，只要稍微有点风，这根电线就晃来晃去，与墙面摩擦，很容易造成漏电事故，引发火灾，且容易发生触电事故。经过一番劝导，住户意识到了私拉插排充电的危险性，表示理解，并已将插排收起。|确保辖区居民有一个安全、和谐的生活环境。,0
3831,机动车道乱停乱放机动车,2020年12月2日8时8分左右，***社区第***网格网格员***，在辖区内开展走访巡查工作，巡查至***路东侧时，发现路边乱停乱放机动车，严重影响车辆正常通行，此处车流量、人流量较多，存在极大安全隐患，同时也影响市容市貌，需尽快协调解决。,2
3832,路边堆放了些大树杆影响村容,路边堆放了些大树干影响村容,0
3833,生活垃圾,2020年9月10日上午9点50分，***东村网格员***在巡查过程中，巡查到前街公路东头垃圾桶处有生活垃圾没有放入垃圾桶内，此处是交通要道影响村荣村貌。,5
3834,私拉电线给电动车充电,私拉电线给电动车充电,17
3835,菜藤堆放在街道上,2020年9月7日10时左右，***网格员***，巡查至***东西大街时，发现有一村民将一堆菜藤堆放在街道上，影响村容村貌,1
3836,噪音扰民,2020年9月7日上午十点钟左右，我接到***区第四网格102-2-201居民打来的求助电话，说他楼下的快递超市太闹腾，中午影响了居民正常的休息，让我出面帮忙说说快递超市，以后注意点。还说以后在这样吵下去他就不在找我出面协调了，直接打电话12345.,0
3837,督察商户防疫工作,2月1日下午2点30分，网格员商铺日常巡查，查看消杀用品是否齐全及消杀记录登记情况，冷链食品进出购货台账登记是否齐全，落实店铺人员是否定期核酸检测，及春节期间商铺人员出行返乡及返回计划，从严从实从细做好节前疫情防控排查工作。,0
3838,绿色通行牌掉落,2020年09月08日上午九点三十分，***网格员***在巡查至辖区内***小区第五网格10号楼1单元10层楼梯口处时，发现住宅楼的楼梯通道里的绿色通行指示牌掉落，电线裸漏在外，居民不注意便会碰到，可能会发生漏电，短路等事故，既影响美观又对居民的人身及财产安全造成隐患，楼道中的小朋友也有可能会因为好奇去拉扯电线，一旦触碰上通电的电源线，后果不堪设想，存在一定的消防安全隐患，需对其进行清理。,19
3839,车辆堵塞消防通道,2021年2月2日下午2时33分左右，***市场专属网格网格员***在城南批发市场进行日常巡查，发现城南批发市场中间路段清泉茶庄门前，有车辆堵住消防通道，一方面影响其他车辆出行，同时也存在安全隐患。,2
3840,公共地面安全,2020年9月9日网格员***在***小区网格区域巡检时，有居民反应16号楼后面的地面铺的很不平整，高低不一样，这样的路面晚上居民出来散步不安全，网格员***得知这个消息，立刻联系到了施工人员，施工人员立刻赶到了现场，马上把地砖掀开又从新的铺了一下，居民看到这情况都十分满意。,0
3841,胶州路与银座商圈写字楼交叉路口交通事故,2021年2月1日上午8点45分，***社区居委会第八网格员***、第十网格员***、第十一网格员***在前往银座商圈网格巡查途中，发现位于***路与写字楼交叉路口处停滞了大量车辆，网格员立即上前查看情况，原来是因黑色轿车左转进入银座商圈写字楼时，没有注意避让直行车辆造成了交通事故。考虑到现在正处在上班高峰期，而事故位置处在T字路口处，过往车流量较大，为了避免造成二次事故的发生，网格员上前现场指挥疏导交通，提醒过往车辆注意减速行驶。与此同时车主已拨打了交警和保险公司电话，待交警到达现场查勘后，要求双方车主前往交警一大队进行处理。随后保险公司人员采集现场照片后，表示需要等到交警的事故责任认定书后才能进行理赔工作。经过近一小时的时间事件得以圆满解决，双方车辆自行驶离，网格员将现场遗留下的车辆碎片进行了清理，届时道路恢复了畅通。,19
3842,垃圾桶有污水流出,2020年9月10号上午9点15分，***村网格员***在大街上巡查时，发现垃圾桶有污水流出，严重影响周边村民的日常生活。,12
3843,更换便民信息袋,***便民信息袋破损严重，影响市容，网格员立即上报物业人员进行更换。,0
3844,垃圾清理,今天上午巡查时看到***房后绿化带内有一堆装修后打扫出来的垃圾，我找来保洁员***对垃圾进行清理。,10
3845,大型车辆停放不当,在***路巡查时发现，一辆水泥车直接停在***公司东侧行车道上，妨碍道路交通秩序,2
3846,清理沟渠内的大型塑料布垃圾,网格内日常巡查时发现沟渠内有大型的塑料布垃圾，影响市容市貌的同时还会污染环境，我立即上报网格长，请网格长安排专人进行清理。,5
3847,清理垃圾,9.22日上午十点左右***村网格员***在日常巡查中发现村东垃圾桶边上有一袋建筑垃圾堆放，影响城市干净整洁,1
3848,路边有树枝,2020年9月2日***网格员***巡查至村东小街时发现路边有树枝影响村容村貌,1
3849,垃圾桶外生活垃圾乱倒,9月6日下午***网格员在***路边发现生活垃圾乱倒现象，影响村容村貌,0
3850,收起商铺门前毛巾,网格员巡查中发现**东门商铺***门口放着毛巾，网格员入户沟通收起来，维护环境,0
3851,疫情排查有无境外人员进入,2020年9月8日，建设二区第四网格员***在建设二区53号楼，排查商铺有无境外人员进入。,0
3852,私拉电线给电动三轮车充电,2020年9月2日10时37分左右，***网格员***，在上午的日常巡查中，发现***三期20号楼1单员北侧的绿化带内，有居民私拉电线给电动三轮车充电，存在漏电、触电和火灾等的安全隐患，对居民的人身财产安全造成威胁。,8
3853,清理生活垃圾,2020年9月11日上午10点30分xx社区网格员***在日常巡查网格中，发现412号楼1单元前有居民丢弃的生活垃圾，现在天气炎热，生活垃圾溢出难闻的气味，既影响了生活环境污染同时也影响城乡治理的街面秩序管理，网格员***将废弃生活垃圾清理至附近的垃圾箱，并将此情况电话反映到物业，希望保洁工作做到及时就位，把居民的生活环境建设的更加完善。,4
3854,上午9点在走访入户辖区里行动不便的老年人，走到1***的业主家，老人腿脚不方便，老人刚洗完澡出来，老人刚洗完澡出来，网格员赶紧把老人付扶到沙发上，老人需要吃药，但是看不清楚药的说明，网格员为老人详细讲解了药的使用方法，并和老人说有事联系我，我随叫随到。,上午9点走访入户辖区里的行动不便的老人，走到1***的业主家，老人腿脚不方便，老人刚洗完澡出来，网格员赶紧把老人扶到沙发上，老人想吃药，但是看不清楚药的说明，网格员为老人详细的讲解里药的使用方法，并和老人说，有事随时联系我,0
3855,垃圾桶满,2020年9月8日14时19分左右，***镇***第二网格网格员***走访至***村南环村公路时，发现垃圾桶满，影响村容,0
3856,户籍信息采集,2020年9月10日上午十点，**第二网格网格员***在文明居委会进行人口户籍信息采集,0
3857,路边物料清理不及时,2020年9月8日下午14点30分左右，***村网格员***巡查走访到村内大街时，发现路边的物料清理不及时，影响村容，需及时清理。,1
3858,核实居民信息,2020年9月9日，小区网格日常巡查，对本网格内零号院租住的居民进行居民信息核实，在核实过程中了解到本院的居民的详细信息，在日后的居民管理过程中，居民的详细信息能够更加精确地对居民进行管理，在日后的工作中做到不漏一户，不漏一人。,0
3859,车辆乱停放,2020年12月2日下午2点，**县***村网格员***在巡查时，发现村东西街道乱停车，存在安全隐患！,2
3860,巡查时发现下水道有玉米皮,巡查时发现下水道有玉米皮,0
3861,居民楼前有建筑垃圾,9月9日***二区25号楼二单元前有建筑垃圾,5
3862,草丛里存在垃圾盒,主路干的草丛里存在垃圾盒，非常影响村容村貌，于是我看到后立即将其捡起丢进垃圾桶。,0
3863,网格内出入口被破坏,一时间，2020年2月20日下午3点10分。二地点***出入口。三存在的问题，疫情防控期间***村外围出入口堵截处被破坏，如有外来车辆进入则造成安全隐患。四需要解决的事项，上报至村委，立即处理。,18
3864,清理树穴落叶、杂物,9月3日8：00，**小区物业站工作人员，集中清理树穴内落叶、杂物，**小区整体环境干净、整洁。,0
3865,有村民在绿化带内晾晒床单,2020年9月7日下午15时48分左右，***村网格网格员在日常巡查，巡查至村南头时，看到有居民在路边的绿化带内晾晒床单，现在正值创城期间，乱搭乱晒影响附近环境，并且影响村容村貌。,6
3866,发现村南公路路面有破损并有碎砖石遗留,发现村南公路路面有破损并有碎砖石遗留，影响村内整洁,18
3867,清理绿化带垃圾,2020年9月8号***社区第六网格巡查，网格员***。上午在***内值班时看到46号楼北边的绿化带边上堆着一些垃圾，我及时通知物业尽快清理。,5
3868,2020.9.1走访慰问居民,2020.9.1日下午16：50分，运发小区一号***和同事一起去居民家里走访，询问居民对目前社区居委会的满意度，向居民宣传创建文明城市的重要性和相关的文明行为。通过和居民的沟通，拉近和居民们的距离，使居民真正认可网格员的工作。,0
3869,用电安全,2020年9月8号上午10:42，***村网格员***巡查时，有村民反映家里没电了，于是网格员电话联系了供电公司***来进行修理，十分钟后***赶到查看，修理，原因是村民在烧水时电壶装水过满，水开后溢出，电线短路，引起跳闸断电，村民表示以后一定注意用电安全，并感谢电工及时修理。,11
3870,大型车乱停放,大型车乱停放,2
3871,2020年，9月1日晚上7点52分，开发区**街道**社区居委会第二网格员***与第四网格员***在开展创城宣传及问卷调查工作时，发现***1***楼下一黑色轿车车窗没关,2020年，9月1日晚上7点52分，开发区**街道***社区居委会第二网格员***与第四网格员***在开展创城宣传及问卷调查工作时，发现***1***楼下窗窗没关。,0
3872,烟头不落地志愿活动,2020年9月6日，***网格员与社区工作人员全员总动员，对小区内各个点位，绿化带，公共区域以及边边角角进行了烟头不落地活动，对小区烟头及垃圾进行了清理，并劝导周边玩耍的居民爱护公共卫生，共创美好家园。,0
3873,巡查时发现路面出现损坏,巡查时发现路面损坏,0
3874,电动车堵塞消防通道,2020年9月8日上午9点，***格网格员巡查到***8号楼二单元时，发现有居民将电动车、三轮车停放在消防通道出入口。消防通道也是逃生通道，如果发生堵塞，一旦发生消防安全事故的话，楼里人员就不能及时撤退，极大的影响了楼道百姓的生命财产安全。而且消防通道出入口的门平时是开启的，有些居民会直接通过消防通道进出***，电动车横挡在门口，楼内的居民在不知情的情况下，从里面是打不开门的。,7
3875,乱堆乱放,2021年2月1日，***村，第二网格员***，在日常走访巡查中发现村民在公路上晾晒农作物料，不仅存在安全隐患，更影响了街面秩序,1
3876,乱贴广告,巡逻过程中发现村内村民房屋上随便乱贴广告，破坏村容村貌影响村内整体环境，存在安全隐患,0
3877,巡查时发现车辆占用消防通道，通知车主把车挪开,巡查时发现车辆占用消防通道，通知车主把车挪开,7
3878,绿化修剪后的树枝未清理,9月7日上午9点11分，经巡查发现，青山小区14号楼北，有绿化修剪后的树枝未及时清理。,9
3879,乱堆物堆料,巡逻过程中发现村内村民把玉米堆放在公路上堵塞交通同时存在重大安全隐患,1
3880,日常巡查时发现两位老人因其中一位老人晾晒占满道路而影响其出行，产生口角，需要调解,日常巡查时发现两位老人因其中一位老人晾晒占满道路而影响其出行，产生口角，需要调解,0
3881,清理小区绿化带的枯树枝,小区绿化带枯树枝影响小区环境美观，联系物业对其进行清理,9
3882,***环境卫生,2020年9月3日***网格员在村内查看时村南水泥路的垃圾桶旁有村民放置的生活垃圾，影像村容村貌,0
3883,下水道盖子烂了，堵塞需清理维修。,2020.9.9日上午，***社区***小区第一网格员***在***小区巡逻排查时发现20号附近路边一下水道盖子烂了堵塞了，立即上报物业派来维修人员进行检查维修。,0
3884,污水盖未关,2021年2月1日，日常巡查。在每日巡查中，网格员发现有的给水井盖没有关，很多孩子喜欢到室外玩耍，没有关严的井盖对孩子的安全构成一定的威胁，存在严重的安全隐患。,0
3885,绿化带内有木板垃圾。,9.9日，***网格员***巡查港***路时发现路旁绿化带内有一大块木板垃圾需清理，拍照上传通知环卫工人进行清理。,13
3886,乱堆乱放,2020年9月10号，下午网格内巡查时，发现有人把砂石料堆放在了，文化广场大院内，好大一堆沙子。平时或者晚上，在文化大院里玩的小孩或者老年人很多。堆放在这很不安全。一不留神，就会磕碰这小孩或者老年人。**村支书反应情况。这样很不安**村支部书记说给处理处理！,1
3887,65号楼西侧绿化植被修剪养护,《***65号楼西面修剪绿化》2020年9月9号上午9：30分，***办事处***社区网格员创城巡逻。***65号楼西侧绿化工人用机器除草，养护绿化植被，促进后期更好的生长，美化小区环境。创建文明小区。,13
3888,水房门未关,2020年9月7日，***小区网格员在***小区内日常巡查，发现小区一处水房的门未关，水房内有电机.水泵等设备，应及时关闭。,0
3889,居民私拉电线充电,***居民私拉电线充电，电线裸露在外，存在安全隐患，已劝说居民收走,8
3890,乱丢垃圾,2020年12月22日，***网格，上午网格员***格内巡视街道时*村中间街道一处发现乱丢的口罩和一个塑料制品影响环境卫生，而且口罩带过有细菌乱扔很不卫生，网格员***把口罩和塑料制品清理掉。,3
3891,防火门上挂着雨衣,2020年9月7日10时左右，***社区第二网格网格员**在巡查至圣***时，发现18号楼一单元5楼的防火门上挂着雨衣，雨衣都是皮制的，时间长了会出现异味，不符合美观的环境，还有就是放在楼道很容易造成丢失，而且现在是创城期间，这样不符合全县创建文明城市的标准，所以需要立即清理。,21
3892,***乱停车,2020年9月7日下午3点，***五格网格员巡查至***，发现在小区东侧地下停车场出口北侧有私家车停放，影响小区内其他车辆正常通行，影响文明城市创建。,1
3893,电三轮违规载人,2020年9月6号上午9点半左右，***镇***村网格员在网格内巡查中发现村里一位老人骑电三轮车前面还带着三周岁的小孙子，小孩还把腿搭到电动车的扶手上左看右瞧，电动车也没有任何妨护措施。小孩太小跟本不知识坐在上面的危险性，电动车违规载人存在很大安全隐患，而且还是这么小的孩子在上面。发现此情况我第一时间阻止老人，事情劝说中。,0
3894,大型收割机停放道路存在安全隐患,一村南北公路上停放着一台大型收割机，导致道路变窄影响交通存在安全隐患,0
3895,小区内道路污水井盖塌陷,2020年9月27日9时45分***小区网格员***在***小区日常巡查时发现***小区内大门口南道路上的污水井盖塌陷，存在安全隐患。,19
3896,车辆乱停占用消防通道,车辆占用消防通道,2
3897,收狗游商,9月9号上午9点10分网格员网格内巡查期间发现街道游商收狗收粮,15
